PM2.5,PM10,CO,O3,NH3,AQI,AQI_Category
36.06,65.58,0.9,21.53,29.36,88.0,Moderate
41.26,95.47,0.95,27.06,29.82,97.0,Moderate
47.53,152.29,0.82,23.57,28.79,127.0,Poor
45.19,110.35,1.02,19.58,31.04,132.0,Poor
40.9,80.4,0.87,23.36,31.34,116.0,Poor
42.06,72.38,1.06,26.15,30.05,89.0,Moderate
55.72,105.56,1.29,26.55,32.41,118.0,Poor
39.77,101.8,1.04,20.64,29.56,108.0,Poor
49.44,138.52,0.96,26.24,30.78,137.0,Poor
42.11,87.03,1.1,28.23,32.06,117.0,Poor
35.45,72.63,0.84,23.65,28.17,105.0,Poor
29.1,56.92,0.72,26.36,24.71,86.0,Moderate
36.99,83.98,0.88,29.46,24.26,92.0,Moderate
28.33,78.11,0.78,23.21,23.37,91.0,Moderate
28.55,103.27,0.71,22.44,22.38,96.0,Moderate
27.49,115.88,0.63,23.11,20.34,108.0,Poor
31.38,113.92,0.7,24.58,19.9,113.0,Poor
37.48,125.81,0.8,25.86,22.31,126.0,Poor
43.09,131.43,0.72,26.12,24.13,124.0,Poor
55.86,157.59,0.78,35.01,25.37,135.0,Poor
54.94,165.11,0.75,38.79,24.13,154.0,Poor
58.63,175.12,0.89,40.04,26.44,157.0,Poor
73.3,185.23,0.98,49.18,29.96,173.0,Poor
46.73,112.51,0.75,30.31,28.6,155.0,Poor
24.29,46.36,0.73,23.89,23.58,76.0,Moderate
30.71,54.77,0.67,28.89,22.73,69.0,Moderate
21.46,35.84,0.74,19.54,22.73,63.0,Moderate
21.45,49.41,0.81,22.48,22.28,63.0,Moderate
42.83,108.67,1.03,28.54,24.2,99.0,Moderate
71.44,171.42,1.5,35.24,30.7,151.0,Poor
83.78,214.66,1.78,37.24,35.57,200.0,Poor
92.46,230.62,1.57,41.92,37.78,229.0,Very Poor
69.49,155.26,1.0,35.54,31.15,176.0,Poor
65.78,177.08,1.13,38.52,31.58,148.0,Poor
76.03,185.21,1.11,35.8,35.08,186.0,Poor
63.37,177.17,1.13,36.72,31.83,160.0,Poor
97.4,235.14,1.34,45.63,37.79,206.0,Very Poor
121.12,270.61,1.62,44.88,42.52,268.0,Very Poor
78.87,199.37,1.23,32.93,36.24,237.0,Very Poor
81.14,221.03,1.25,42.38,35.47,189.0,Poor
118.6,279.23,1.51,51.05,36.86,253.0,Very Poor
103.26,263.89,1.59,52.46,37.85,269.0,Very Poor
93.36,256.14,1.51,43.9,39.4,263.0,Very Poor
70.42,208.39,1.02,37.04,33.16,219.0,Very Poor
67.93,172.04,1.13,42.01,25.13,163.0,Poor
132.93,264.13,1.41,42.0,33.8,264.0,Very Poor
91.88,217.12,1.3,40.16,30.33,237.0,Very Poor
115.96,280.24,1.61,44.92,33.54,253.0,Very Poor
139.18,342.5,2.2,54.38,43.63,309.0,Severe
137.29,323.31,1.93,44.29,42.22,332.0,Severe
143.2,337.98,2.47,44.65,48.05,330.0,Severe
137.73,313.84,1.66,51.05,41.31,300.0,Very Poor
168.87,328.13,1.55,47.64,37.9,344.0,Severe
141.15,294.36,1.52,42.61,38.07,325.0,Severe
121.65,274.68,1.55,41.32,36.59,296.0,Very Poor
119.4,302.16,1.84,44.7,35.0,274.0,Very Poor
174.04,384.46,2.52,56.09,44.37,354.0,Severe
168.82,368.33,2.35,62.29,45.37,356.0,Severe
203.12,396.01,2.72,53.02,48.25,394.0,Severe
206.05,408.94,3.14,52.9,52.18,396.0,Severe
205.0,375.23,2.45,52.78,47.85,403.0,Severe
231.83,427.06,2.67,53.2,48.43,397.0,Severe
263.39,459.45,2.9,50.55,52.74,456.0,Severe
225.17,405.94,2.91,47.05,55.85,422.0,Severe
236.67,416.97,2.97,45.98,58.01,433.0,Severe
205.44,373.61,1.99,46.13,51.21,391.0,Severe
159.56,298.85,1.43,45.43,48.63,353.0,Severe
97.27,179.85,1.0,51.96,36.62,238.0,Very Poor
361.98,500.01,1.88,45.0,44.82,424.0,Severe
177.88,312.87,1.29,45.01,31.18,411.0,Severe
175.43,300.54,1.44,51.22,30.5,317.0,Severe
420.3,509.73,2.45,38.35,44.2,452.0,Severe
300.91,440.76,2.65,47.94,49.84,487.0,Severe
288.86,447.4,3.01,42.55,55.35,430.0,Severe
256.68,425.12,2.89,51.68,55.03,454.0,Severe
271.7,464.28,2.85,53.37,58.85,437.0,Severe
265.06,441.43,2.74,37.8,62.24,454.0,Severe
136.2,225.77,1.68,31.95,53.0,361.0,Severe
98.53,175.95,1.29,32.95,49.76,251.0,Very Poor
138.49,230.56,1.24,40.74,41.19,302.0,Severe
135.21,255.42,1.6,36.97,40.93,292.0,Very Poor
166.43,313.67,2.0,39.51,44.39,330.0,Severe
179.79,319.12,1.56,51.15,48.41,340.0,Severe
224.1,374.77,2.04,46.03,54.51,367.0,Severe
209.96,349.54,1.79,40.22,46.84,396.0,Severe
139.02,292.92,2.09,37.22,42.27,317.0,Severe
187.85,331.22,2.04,40.01,45.84,356.0,Severe
107.73,223.33,1.34,37.48,36.97,296.0,Very Poor
133.62,268.83,1.72,37.17,39.78,266.0,Very Poor
200.69,362.41,2.43,39.8,47.15,349.0,Severe
205.53,378.23,3.32,34.02,53.89,396.0,Severe
193.1,356.12,2.85,34.61,53.87,363.0,Severe
205.17,363.12,2.52,35.79,51.41,384.0,Severe
190.36,340.56,1.96,35.79,46.35,365.0,Severe
147.48,297.66,1.91,35.45,42.49,335.0,Severe
164.63,331.5,2.77,39.35,45.3,329.0,Severe
178.87,356.2,2.74,38.44,47.02,356.0,Severe
211.57,393.74,3.17,38.12,51.21,394.0,Severe
181.62,345.32,2.59,32.33,49.26,374.0,Severe
218.06,395.33,3.04,40.87,52.53,385.0,Severe
193.81,353.86,2.09,32.45,49.16,376.0,Severe
202.83,358.72,2.2,37.6,49.42,366.0,Severe
226.35,388.23,2.67,39.85,50.23,389.0,Severe
264.63,453.77,2.75,42.51,55.63,431.0,Severe
274.97,461.98,2.78,41.9,58.67,464.0,Severe
209.63,327.23,1.95,36.34,51.27,443.0,Severe
94.29,162.44,1.21,24.89,40.31,264.0,Very Poor
113.42,196.85,1.22,27.74,42.01,248.0,Very Poor
122.69,211.8,1.22,29.58,41.97,274.0,Very Poor
150.28,252.01,1.42,32.7,45.92,295.0,Very Poor
182.78,322.5,1.93,32.85,50.27,338.0,Severe
204.08,339.38,1.78,37.13,51.04,370.0,Severe
205.22,351.7,1.92,37.05,48.82,370.0,Severe
258.1,429.33,2.64,40.5,54.66,423.0,Severe
252.2,403.18,2.22,38.38,57.91,422.0,Severe
326.79,502.83,2.59,44.98,60.21,468.0,Severe
268.2,399.37,1.9,36.37,57.34,475.0,Severe
241.0,366.1,1.99,39.09,50.38,405.0,Severe
290.1,453.45,2.87,40.96,56.6,458.0,Severe
249.23,387.84,1.66,37.38,55.46,413.0,Severe
248.12,399.14,1.96,39.29,51.53,420.0,Severe
336.42,503.99,2.94,42.87,57.55,484.0,Severe
287.34,461.02,2.54,39.58,56.66,475.0,Severe
246.46,388.79,2.01,28.75,53.09,432.0,Severe
262.53,411.49,2.23,36.33,56.49,440.0,Severe
174.26,254.66,1.49,31.48,55.71,371.0,Severe
181.74,283.88,1.57,27.11,56.06,331.0,Severe
156.26,242.02,1.31,27.37,49.69,340.0,Severe
143.66,238.94,1.3,30.9,43.53,321.0,Severe
165.95,278.87,1.75,30.92,44.67,317.0,Severe
278.95,432.2,2.9,35.61,56.53,401.0,Severe
311.03,465.89,3.11,39.78,63.46,482.0,Severe
272.45,403.32,2.36,37.53,63.66,464.0,Severe
94.44,173.94,1.04,31.33,40.52,320.0,Severe
134.57,229.1,1.37,29.85,39.74,248.0,Very Poor
271.96,424.07,2.58,33.75,55.19,383.0,Severe
237.22,364.61,2.06,30.35,48.6,437.0,Severe
262.68,402.21,2.35,34.75,50.3,411.0,Severe
314.59,478.43,3.66,45.03,62.37,480.0,Severe
175.49,289.4,1.83,32.77,57.52,413.0,Severe
53.25,72.61,1.01,27.01,39.73,174.0,Poor
135.68,211.71,1.62,26.51,42.37,186.0,Poor
130.59,218.93,1.44,30.57,41.06,328.0,Severe
81.2,136.43,1.01,30.01,34.17,188.0,Poor
101.61,169.32,0.98,35.41,33.64,231.0,Very Poor
136.47,217.45,1.1,33.34,35.34,275.0,Very Poor
126.48,212.42,1.06,33.6,34.49,301.0,Severe
142.0,235.85,1.24,33.83,36.19,297.0,Very Poor
206.14,334.21,1.76,35.84,42.99,342.0,Severe
204.25,335.07,1.9,37.52,49.6,397.0,Severe
178.68,265.65,1.34,33.12,49.42,329.0,Severe
177.32,266.3,1.24,30.88,43.55,338.0,Severe
131.1,209.41,1.32,29.44,40.43,323.0,Severe
144.62,248.49,1.81,33.42,39.88,301.0,Severe
256.33,408.32,2.95,46.33,53.81,398.0,Severe
177.25,270.92,1.64,34.4,53.76,380.0,Severe
65.65,107.83,0.84,30.25,37.84,233.0,Very Poor
72.29,156.6,0.94,30.59,29.11,136.0,Poor
82.5,165.94,0.96,33.55,28.42,169.0,Poor
143.31,255.47,1.36,33.03,33.83,277.0,Very Poor
173.61,304.98,1.78,37.03,39.17,332.0,Severe
208.64,357.36,2.09,43.29,46.24,357.0,Severe
198.26,336.99,1.94,43.36,47.95,372.0,Severe
153.73,237.08,1.42,32.61,45.64,350.0,Severe
123.46,194.76,1.22,28.15,39.19,275.0,Very Poor
112.34,181.64,1.13,26.45,35.16,288.0,Very Poor
99.27,180.93,1.09,34.81,31.82,247.0,Very Poor
109.11,215.05,1.18,33.69,33.82,278.0,Very Poor
126.12,229.75,1.56,36.66,41.33,232.0,Very Poor
102.3,185.4,1.4,23.68,41.41,305.0,Severe
73.33,178.07,1.37,34.41,38.24,158.0,Poor
73.9,147.86,1.07,28.45,39.11,191.0,Poor
56.51,115.07,0.85,37.26,26.26,116.0,Poor
89.34,161.89,1.03,38.02,29.95,169.0,Poor
92.36,172.59,1.24,42.49,34.51,221.0,Very Poor
59.97,120.3,0.95,32.19,32.19,144.0,Poor
47.18,91.52,0.79,31.38,26.57,112.0,Poor
96.38,180.46,1.25,35.95,31.23,198.0,Poor
93.83,181.26,1.17,37.75,30.2,222.0,Very Poor
109.6,182.54,1.36,25.07,36.48,227.0,Very Poor
62.92,105.16,1.16,33.59,30.98,172.0,Poor
105.93,180.84,1.54,38.13,37.26,217.0,Very Poor
68.86,135.4,1.01,36.3,28.71,173.0,Poor
83.45,168.32,1.25,33.71,29.05,189.0,Poor
104.61,212.7,1.48,39.32,32.79,228.0,Very Poor
92.07,199.28,1.27,37.86,32.86,220.0,Very Poor
73.31,162.18,0.99,33.51,30.68,194.0,Poor
73.98,163.8,0.96,44.11,27.17,157.0,Poor
82.17,205.43,1.24,42.09,30.69,190.0,Poor
57.28,129.4,0.93,37.15,29.97,149.0,Poor
89.17,231.19,1.27,33.94,32.39,168.0,Poor
111.2,217.74,1.36,28.81,39.07,281.0,Very Poor
74.88,144.35,1.0,33.4,32.74,183.0,Poor
68.64,140.6,0.92,43.66,27.95,143.0,Poor
93.61,184.01,1.07,42.0,30.56,198.0,Poor
100.32,202.01,1.19,43.21,32.06,221.0,Very Poor
103.77,227.07,1.29,40.14,33.86,239.0,Very Poor
89.82,237.61,1.35,40.41,36.5,234.0,Very Poor
112.29,197.17,1.34,46.64,39.26,272.0,Very Poor
38.43,119.87,0.74,46.73,27.85,141.0,Poor
55.62,138.56,0.89,52.24,26.54,131.0,Poor
53.28,133.47,0.82,42.57,27.52,126.0,Poor
65.0,150.34,0.93,36.06,30.32,136.0,Poor
75.82,169.16,1.04,41.35,29.95,162.0,Poor
78.37,186.49,1.22,43.23,29.54,177.0,Poor
116.55,260.26,1.76,48.44,34.47,245.0,Very Poor
112.67,257.27,1.8,46.51,40.53,273.0,Very Poor
102.27,238.99,1.51,51.49,41.4,252.0,Very Poor
58.96,177.53,0.94,48.72,32.06,198.0,Poor
59.08,170.14,0.88,54.95,27.21,153.0,Poor
90.1,211.47,1.19,54.67,29.3,194.0,Poor
85.02,206.04,1.32,51.06,30.85,208.0,Very Poor
119.71,270.77,1.8,60.25,37.04,260.0,Very Poor
125.44,281.53,1.96,57.0,41.23,284.0,Very Poor
96.6,303.71,1.32,50.84,37.35,269.0,Very Poor
152.91,355.22,1.49,53.16,52.01,315.0,Severe
81.3,280.23,1.06,51.32,41.0,284.0,Very Poor
87.74,225.5,1.44,57.86,38.26,240.0,Very Poor
101.94,247.53,1.76,50.86,40.97,263.0,Very Poor
70.25,204.19,1.21,48.59,34.96,196.0,Poor
61.34,217.0,1.12,51.94,34.06,202.0,Very Poor
55.93,175.93,1.06,45.3,33.66,175.0,Poor
51.51,168.11,1.02,41.86,29.84,150.0,Poor
54.84,187.59,1.28,42.3,29.21,163.0,Poor
59.08,186.75,1.1,47.49,30.98,206.0,Very Poor
22.14,62.49,0.9,45.44,26.7,102.0,Poor
38.92,91.55,1.01,50.12,26.28,104.0,Poor
71.62,155.39,1.24,45.45,29.85,151.0,Poor
90.55,193.76,1.42,55.67,29.35,199.0,Poor
95.24,219.06,1.66,50.13,31.53,225.0,Very Poor
110.16,255.31,1.87,56.24,36.99,246.0,Very Poor
104.17,277.28,1.92,53.24,38.2,257.0,Very Poor
85.7,262.58,1.41,61.45,37.64,232.0,Very Poor
86.41,274.39,1.31,65.26,40.86,251.0,Very Poor
82.37,244.21,1.34,47.45,32.2,223.0,Very Poor
73.06,301.82,1.05,52.16,28.15,248.0,Very Poor
76.44,285.73,1.06,54.0,25.63,269.0,Very Poor
84.04,274.83,1.33,50.32,27.82,256.0,Very Poor
95.72,284.13,1.62,57.54,31.91,257.0,Very Poor
111.57,323.97,1.61,65.95,36.73,285.0,Very Poor
77.72,282.83,1.19,65.33,36.44,275.0,Very Poor
52.16,149.1,1.09,64.36,32.34,202.0,Very Poor
77.96,196.87,1.26,46.34,30.39,182.0,Poor
101.25,249.97,1.51,52.97,22.41,231.0,Very Poor
118.9,295.84,1.93,55.91,31.51,267.0,Very Poor
128.78,378.89,1.98,40.32,35.25,310.0,Severe
143.34,415.23,2.0,47.34,35.57,389.0,Severe
137.2,414.7,1.52,50.71,30.33,390.0,Severe
95.07,320.44,1.03,52.66,25.68,333.0,Severe
101.83,289.05,1.15,62.02,30.12,266.0,Very Poor
178.22,503.28,1.22,57.85,29.53,352.0,Severe
170.81,351.28,1.51,67.84,36.48,376.0,Severe
58.22,124.28,1.02,54.85,33.9,217.0,Very Poor
84.81,191.04,1.52,41.85,43.8,194.0,Poor
75.45,218.38,1.38,46.97,44.72,192.0,Poor
92.53,316.4,1.31,46.42,41.4,257.0,Very Poor
44.28,106.51,1.04,45.46,39.74,176.0,Poor
81.99,162.83,1.21,59.34,35.4,168.0,Poor
93.97,218.72,1.35,53.31,35.13,216.0,Very Poor
77.78,194.58,1.21,55.06,32.12,206.0,Very Poor
64.24,201.27,1.5,38.34,32.83,167.0,Poor
92.4,230.0,1.49,55.29,36.98,228.0,Very Poor
43.86,117.66,1.21,31.11,45.86,151.0,Poor
43.66,118.65,0.99,51.47,33.81,125.0,Poor
55.13,136.58,1.06,59.94,27.2,135.0,Poor
64.66,172.68,1.28,53.59,28.45,163.0,Poor
65.82,183.77,1.3,54.43,29.84,175.0,Poor
74.8,202.75,1.45,57.99,29.53,191.0,Poor
85.21,246.05,1.75,49.58,33.5,226.0,Very Poor
88.57,337.77,1.47,58.49,34.26,266.0,Very Poor
95.4,298.35,1.56,64.56,40.73,300.0,Very Poor
73.36,219.79,1.07,60.84,48.12,222.0,Very Poor
66.94,300.7,1.03,60.03,43.32,232.0,Very Poor
54.95,171.58,1.14,65.82,34.34,212.0,Very Poor
73.35,208.72,1.29,59.78,35.7,190.0,Poor
70.61,236.45,1.13,61.04,35.27,209.0,Very Poor
54.81,152.39,1.11,74.12,32.37,192.0,Poor
69.75,187.62,1.47,63.64,38.84,184.0,Poor
101.05,265.12,1.86,69.14,35.74,237.0,Very Poor
74.48,233.49,1.63,55.95,36.64,230.0,Very Poor
118.38,487.77,1.41,39.96,32.16,315.0,Severe
59.86,240.88,0.92,62.12,34.98,280.0,Very Poor
52.66,189.69,1.03,52.93,30.0,189.0,Poor
53.79,188.21,1.07,59.31,23.77,167.0,Poor
81.86,274.68,1.18,57.41,23.84,217.0,Very Poor
42.06,160.96,0.8,46.81,24.86,205.0,Very Poor
40.18,137.08,0.89,40.56,26.8,126.0,Poor
30.39,84.53,1.03,48.99,25.6,119.0,Poor
79.96,223.08,1.12,61.02,35.53,173.0,Poor
42.76,130.88,0.92,68.57,29.5,175.0,Poor
71.15,188.16,1.22,59.68,32.14,178.0,Poor
68.27,177.16,1.11,69.18,32.1,185.0,Poor
42.06,126.12,0.95,57.33,31.36,153.0,Poor
26.29,85.68,0.92,37.78,28.84,118.0,Poor
53.65,119.98,1.07,54.02,28.87,131.0,Poor
67.36,155.9,1.16,46.26,30.64,161.0,Poor
65.3,230.98,1.16,46.84,29.35,169.0,Poor
61.21,239.15,1.02,38.39,27.53,207.0,Very Poor
58.08,271.27,0.93,37.99,23.72,223.0,Very Poor
65.24,270.03,1.04,44.4,25.87,234.0,Very Poor
57.27,189.32,0.94,58.0,26.07,195.0,Poor
71.68,233.25,0.99,64.82,27.24,202.0,Very Poor
39.99,113.92,0.99,42.31,33.05,162.0,Poor
36.82,87.8,1.11,28.2,28.65,111.0,Poor
48.6,99.98,1.2,22.68,37.63,113.0,Poor
34.25,87.5,1.0,33.71,36.77,99.0,Moderate
38.81,91.79,1.08,38.66,32.3,101.0,Poor
49.12,148.79,1.15,35.11,33.43,129.0,Poor
42.56,128.6,1.11,25.75,32.19,131.0,Poor
69.21,278.71,1.04,28.65,33.73,150.0,Poor
76.99,352.26,0.97,29.84,32.06,300.0,Very Poor
76.35,363.7,1.05,28.38,33.13,294.0,Very Poor
63.18,294.27,0.97,30.81,28.61,312.0,Severe
63.16,280.99,0.95,32.77,26.67,243.0,Very Poor
42.04,137.67,1.09,27.23,25.07,180.0,Poor
31.51,79.22,1.05,30.05,26.39,117.0,Poor
32.06,67.73,1.03,31.48,25.91,92.0,Moderate
32.92,78.08,1.24,30.75,26.54,98.0,Moderate
63.02,158.3,1.41,49.9,30.83,142.0,Poor
46.43,117.84,1.15,29.1,34.1,137.0,Poor
50.57,105.55,1.39,32.04,37.02,123.0,Poor
60.38,119.66,1.55,34.79,43.72,124.0,Poor
73.08,153.96,1.61,40.16,45.51,156.0,Poor
63.26,156.93,1.41,33.1,44.36,165.0,Poor
22.79,63.51,0.94,22.78,37.17,98.0,Moderate
30.63,61.26,0.99,27.72,36.06,94.0,Moderate
26.16,45.04,1.0,29.54,30.26,85.0,Moderate
21.13,46.35,0.89,30.62,28.65,83.0,Moderate
24.45,64.17,0.92,29.78,31.27,82.0,Moderate
30.1,82.81,0.97,27.42,33.49,90.0,Moderate
30.22,76.67,0.93,31.25,33.79,90.0,Moderate
34.26,85.89,0.94,32.51,33.55,98.0,Moderate
35.06,83.66,1.03,29.29,32.66,95.0,Moderate
38.54,80.35,1.07,27.74,35.33,104.0,Poor
46.69,88.15,1.13,27.25,34.25,101.0,Poor
52.2,104.96,1.24,28.66,37.17,108.0,Poor
30.04,57.31,1.14,22.91,42.32,99.0,Moderate
32.63,72.98,1.22,29.87,33.65,104.0,Poor
27.69,80.22,1.01,30.92,30.9,99.0,Moderate
14.59,61.47,0.86,26.17,28.01,89.0,Moderate
16.73,47.75,0.87,25.43,24.4,75.0,Moderate
25.53,67.15,0.96,26.21,25.93,83.0,Moderate
20.53,51.91,1.02,21.46,24.89,80.0,Moderate
21.68,56.18,1.1,20.73,29.25,85.0,Moderate
33.21,58.36,1.19,31.43,29.08,93.0,Moderate
28.78,56.28,1.04,23.58,31.29,93.0,Moderate
15.52,37.1,0.87,23.59,27.58,73.0,Moderate
10.24,19.51,0.81,16.51,25.82,67.0,Moderate
15.51,30.45,0.98,18.03,23.25,66.0,Moderate
38.55,86.13,1.31,28.06,25.62,99.0,Moderate
41.74,95.71,1.23,28.41,33.03,103.0,Poor
46.69,129.46,1.14,31.18,34.19,107.0,Poor
44.16,130.49,1.21,25.95,34.28,125.0,Poor
50.49,142.76,1.3,28.57,36.4,130.0,Poor
60.71,149.82,1.47,28.17,41.36,149.0,Poor
33.49,67.82,0.93,24.22,34.91,107.0,Poor
25.06,68.59,0.99,24.07,29.89,77.0,Moderate
40.68,107.99,1.17,36.98,31.99,114.0,Poor
42.04,103.01,1.07,34.34,34.95,119.0,Poor
33.92,90.29,0.93,30.97,32.6,103.0,Poor
43.5,105.68,1.02,39.25,33.69,110.0,Poor
57.16,123.23,1.41,33.71,38.62,123.0,Poor
35.13,81.44,1.11,31.24,41.15,123.0,Poor
46.15,101.79,1.07,39.18,36.31,105.0,Poor
70.64,143.56,1.21,32.5,36.34,131.0,Poor
73.33,150.39,1.22,36.13,37.13,165.0,Poor
33.9,90.44,0.97,28.87,33.31,118.0,Poor
35.81,89.47,0.99,27.22,34.35,96.0,Moderate
34.98,83.26,1.0,24.58,30.75,95.0,Moderate
32.83,77.01,0.9,32.4,32.14,99.0,Moderate
56.31,126.43,1.0,30.84,30.37,107.0,Poor
64.48,144.47,1.07,40.53,29.2,139.0,Poor
79.6,174.33,1.15,48.95,31.57,166.0,Poor
57.83,132.61,0.99,32.08,30.72,158.0,Poor
33.59,83.22,0.88,27.33,28.56,103.0,Poor
26.65,69.36,0.77,28.64,25.04,85.0,Moderate
35.52,72.61,0.91,28.58,24.48,83.0,Moderate
56.6,129.47,1.13,35.4,26.11,111.0,Poor
59.14,135.84,1.12,41.22,27.51,143.0,Poor
35.41,97.32,0.86,37.19,25.54,117.0,Poor
21.74,62.19,0.78,27.34,22.6,80.0,Moderate
40.33,106.47,0.95,29.76,24.91,96.0,Moderate
39.23,96.29,0.99,28.51,24.45,112.0,Poor
26.51,65.65,0.91,21.15,26.2,86.0,Moderate
34.46,83.33,0.93,30.49,25.37,89.0,Moderate
35.88,96.22,0.98,28.92,25.61,103.0,Poor
30.52,86.31,0.9,28.53,24.88,100.0,Moderate
22.9,69.49,0.83,24.16,24.04,87.0,Moderate
15.66,56.71,0.78,23.54,22.32,78.0,Moderate
22.52,66.98,0.77,22.22,21.94,78.0,Moderate
16.91,51.03,0.74,22.84,21.99,68.0,Moderate
29.42,81.97,0.92,26.67,22.01,75.0,Moderate
33.92,92.41,0.96,26.15,23.99,98.0,Moderate
40.16,96.13,1.05,34.94,24.63,105.0,Poor
57.99,143.97,1.25,44.29,27.17,140.0,Poor
43.07,94.9,0.99,32.54,26.21,113.0,Poor
39.48,108.22,1.03,32.66,23.56,108.0,Poor
58.75,140.15,0.99,40.18,26.89,127.0,Poor
55.88,137.81,0.91,36.23,26.98,133.0,Poor
44.85,116.56,0.85,38.81,23.12,123.0,Poor
77.02,182.89,1.37,51.37,25.59,165.0,Poor
100.82,215.18,1.34,53.51,29.71,208.0,Very Poor
98.07,203.36,1.37,47.07,31.79,243.0,Very Poor
103.45,209.42,1.44,44.45,33.54,235.0,Very Poor
132.57,255.42,1.65,44.55,34.93,282.0,Very Poor
116.33,239.47,1.73,43.59,34.7,285.0,Very Poor
133.35,285.26,2.18,53.79,36.03,291.0,Very Poor
146.37,279.78,1.77,55.69,38.12,320.0,Severe
121.68,245.2,1.44,49.68,35.08,300.0,Very Poor
90.41,203.39,1.14,42.7,33.94,265.0,Very Poor
76.77,174.84,1.18,43.23,33.65,170.0,Poor
98.05,203.14,1.26,33.47,33.32,242.0,Very Poor
115.16,235.0,1.3,36.8,31.9,254.0,Very Poor
93.51,213.26,1.37,39.48,29.84,243.0,Very Poor
122.12,268.58,1.79,44.15,34.38,248.0,Very Poor
173.56,346.51,2.46,57.94,41.69,335.0,Severe
129.9,270.87,1.72,52.25,37.02,331.0,Severe
148.73,290.6,1.92,50.59,40.14,315.0,Severe
198.81,321.68,1.77,47.27,40.04,354.0,Severe
301.39,420.35,1.77,42.79,40.16,417.0,Severe
287.56,440.77,2.43,33.2,49.0,419.0,Severe
279.32,454.35,2.67,34.86,52.82,452.0,Severe
314.32,500.04,2.92,38.29,55.54,460.0,Severe
320.26,467.74,1.93,35.0,49.38,473.0,Severe
190.41,296.98,1.43,39.23,33.01,385.0,Severe
101.09,207.19,1.52,29.77,31.99,265.0,Very Poor
182.47,292.56,1.58,23.72,37.3,296.0,Very Poor
154.14,253.44,1.68,32.33,38.97,346.0,Severe
140.8,230.5,1.34,30.42,35.4,321.0,Severe
192.35,296.44,1.44,38.5,32.4,339.0,Severe
252.48,380.54,1.79,42.35,37.01,376.0,Severe
384.34,529.59,2.25,48.8,40.72,475.0,Severe
174.03,293.0,1.34,31.94,35.82,438.0,Severe
96.34,165.5,0.92,27.01,29.55,273.0,Very Poor
108.4,181.67,1.26,30.33,29.79,245.0,Very Poor
126.92,218.13,1.6,31.56,33.12,251.0,Very Poor
175.19,295.47,2.21,38.99,40.19,315.0,Severe
217.7,363.77,3.0,48.43,44.56,375.0,Severe
201.17,332.6,2.4,41.54,42.17,377.0,Severe
130.41,224.14,1.3,25.58,34.6,334.0,Severe
107.86,178.21,1.01,29.6,34.33,264.0,Very Poor
122.37,213.67,1.45,31.86,35.67,269.0,Very Poor
114.27,225.78,1.41,39.21,37.04,284.0,Very Poor
65.7,128.1,0.89,30.2,34.32,166.0,Poor
31.03,58.6,0.65,28.72,30.25,106.0,Poor
53.79,100.29,1.03,24.66,31.59,89.0,Moderate
96.96,159.36,1.21,23.38,36.65,175.0,Poor
123.66,192.47,1.17,32.28,36.51,257.0,Very Poor
141.12,229.08,1.49,32.54,38.4,299.0,Very Poor
140.07,241.56,1.49,32.57,38.81,302.0,Severe
163.24,277.92,1.95,33.48,43.21,313.0,Severe
271.99,416.79,2.95,42.41,55.2,389.0,Severe
241.69,362.1,2.03,32.34,57.17,423.0,Severe
233.79,348.44,2.32,33.69,55.32,382.0,Severe
239.98,355.16,2.88,32.51,58.01,404.0,Severe
200.33,311.58,2.32,29.47,56.75,371.0,Severe
236.4,363.3,2.41,38.14,59.1,377.0,Severe
299.85,452.65,3.2,41.46,68.66,430.0,Severe
284.18,412.59,2.01,44.13,70.65,471.0,Severe
94.62,124.26,1.14,29.14,50.03,322.0,Severe
78.59,128.36,1.18,22.94,38.62,179.0,Poor
94.67,151.57,1.15,22.96,38.46,205.0,Very Poor
88.05,133.11,1.04,22.1,39.25,202.0,Very Poor
93.07,140.23,1.07,24.27,46.78,178.0,Poor
144.0,214.88,1.24,32.08,51.81,273.0,Very Poor
261.16,385.13,1.92,28.22,57.3,354.0,Severe
316.09,449.06,2.16,29.05,58.04,452.0,Severe
249.87,353.94,1.71,23.62,62.14,441.0,Severe
146.81,202.05,1.13,21.48,57.51,351.0,Severe
171.47,240.19,1.28,23.8,53.04,321.0,Severe
262.69,401.03,1.76,28.17,53.3,376.0,Severe
166.71,258.28,1.2,21.13,48.52,384.0,Severe
196.97,299.85,1.17,25.73,51.83,340.0,Severe
240.07,371.45,1.39,27.55,52.64,372.0,Severe
275.6,426.12,1.96,27.92,50.47,425.0,Severe
326.79,500.15,1.86,35.11,49.61,455.0,Severe
245.53,338.18,1.8,28.07,48.22,417.0,Severe
372.14,483.87,3.15,39.58,56.85,492.0,Severe
327.04,439.31,3.32,36.5,58.26,485.0,Severe
228.9,337.04,2.8,27.82,53.02,426.0,Severe
220.6,327.22,2.2,29.94,53.46,366.0,Severe
170.21,257.94,1.23,30.21,47.94,354.0,Severe
159.64,247.47,1.27,21.99,47.01,335.0,Severe
120.31,176.22,1.18,22.82,43.53,285.0,Very Poor
117.98,145.85,1.13,17.63,44.73,281.0,Very Poor
89.26,132.06,0.89,22.0,36.87,231.0,Very Poor
130.82,203.54,1.3,27.25,37.73,255.0,Very Poor
