PM2.5,PM10,CO,O3,NH3,AQI,AQI_Category
151.1,245.62,1.54,30.98,40.97,309.0,Severe
207.23,325.36,2.26,32.47,48.65,352.0,Severe
218.98,329.77,2.11,27.98,53.64,381.0,Severe
115.62,163.67,1.16,21.62,46.34,314.0,Severe
111.57,179.08,1.17,26.19,41.76,241.0,Very Poor
139.06,197.9,1.11,18.63,43.54,286.0,Very Poor
107.65,152.98,1.14,18.97,40.15,287.0,Very Poor
125.3,198.24,1.32,19.93,39.56,262.0,Very Poor
125.04,187.93,0.96,25.86,38.38,290.0,Very Poor
142.18,225.67,1.39,24.64,39.27,282.0,Very Poor
222.81,348.45,1.93,27.6,48.02,359.0,Severe
198.88,296.98,1.9,24.63,45.17,378.0,Severe
74.45,137.61,0.79,27.73,36.32,273.0,Very Poor
79.83,151.81,0.99,30.53,34.23,155.0,Poor
136.72,240.57,1.48,26.8,41.37,251.0,Very Poor
201.2,309.09,2.09,32.7,48.8,349.0,Severe
209.97,330.91,2.19,26.6,53.66,365.0,Severe
104.45,149.12,1.26,23.29,42.76,302.0,Severe
77.95,134.17,1.24,23.96,38.01,218.0,Very Poor
91.56,168.43,1.08,24.23,36.77,195.0,Poor
92.04,170.33,1.1,24.36,34.03,203.0,Very Poor
112.13,201.19,1.26,29.22,35.95,244.0,Very Poor
120.86,200.9,1.2,29.69,36.46,254.0,Very Poor
138.5,243.43,1.51,33.94,37.5,297.0,Very Poor
188.42,340.56,2.21,41.0,43.09,336.0,Severe
150.08,255.41,1.3,32.03,40.07,344.0,Severe
118.57,205.43,1.18,33.75,36.16,277.0,Very Poor
150.15,253.82,1.51,34.75,38.38,307.0,Severe
149.67,238.17,1.16,35.72,40.72,315.0,Severe
151.43,247.62,1.29,36.29,40.04,310.0,Severe
174.4,292.44,1.61,31.92,39.99,328.0,Severe
176.57,306.12,1.89,37.22,39.73,347.0,Severe
172.12,295.05,1.29,37.86,40.92,343.0,Severe
95.72,179.78,0.95,36.8,36.91,279.0,Very Poor
73.84,172.28,0.82,43.62,34.06,186.0,Poor
83.07,174.78,0.91,42.21,32.48,174.0,Poor
132.63,237.81,1.38,40.01,38.77,254.0,Very Poor
158.69,282.84,1.61,38.6,42.77,323.0,Severe
125.53,238.91,1.39,42.7,37.01,292.0,Very Poor
138.46,286.39,2.0,44.29,44.11,300.0,Very Poor
98.84,223.69,0.99,55.32,39.61,253.0,Very Poor
53.11,85.49,0.83,39.58,35.81,170.0,Poor
63.62,123.44,1.2,32.03,33.46,104.0,Poor
105.71,182.2,1.26,35.15,38.33,221.0,Very Poor
70.59,145.05,1.02,33.36,33.19,169.0,Poor
127.75,224.02,1.22,35.32,39.61,244.0,Very Poor
141.81,258.62,1.54,38.64,42.7,303.0,Severe
107.28,203.77,1.23,36.36,43.64,270.0,Very Poor
83.48,161.36,0.97,41.53,41.44,214.0,Very Poor
60.01,115.82,0.83,37.35,34.88,144.0,Poor
42.83,91.88,0.97,39.84,31.4,105.0,Poor
99.34,203.51,1.58,36.64,39.78,192.0,Poor
86.26,188.73,1.22,32.39,37.02,226.0,Very Poor
82.9,193.79,1.1,41.77,37.32,200.0,Poor
31.43,67.5,0.81,36.98,32.27,112.0,Poor
21.32,38.5,0.87,33.52,29.56,82.0,Moderate
40.96,85.45,0.82,35.47,29.01,77.0,Moderate
72.1,140.22,1.11,34.59,31.51,156.0,Poor
58.04,133.75,0.75,34.54,29.29,138.0,Poor
84.35,160.91,0.84,47.66,30.99,186.0,Poor
55.19,112.57,0.76,42.36,32.88,128.0,Poor
56.92,155.18,0.94,34.27,35.31,125.0,Poor
68.72,209.02,0.87,37.42,31.36,170.0,Poor
39.41,85.26,0.76,29.17,34.29,131.0,Poor
60.99,124.24,0.9,37.25,31.09,124.0,Poor
61.61,144.37,0.89,38.38,31.07,148.0,Poor
69.7,160.15,1.0,40.59,32.31,164.0,Poor
68.93,162.56,1.07,41.73,32.99,162.0,Poor
90.62,195.15,1.14,43.16,36.15,191.0,Poor
90.31,200.79,1.24,48.23,34.3,209.0,Very Poor
82.39,184.81,1.18,43.19,36.61,205.0,Very Poor
78.61,134.46,0.92,47.67,32.61,198.0,Poor
54.26,100.55,0.78,46.48,30.31,127.0,Poor
55.85,103.62,0.81,38.23,31.91,124.0,Poor
37.87,68.03,0.68,32.11,34.43,92.0,Moderate
45.69,75.81,0.58,30.59,33.68,93.0,Moderate
26.89,45.48,0.53,27.38,27.4,76.0,Moderate
21.23,34.15,0.54,25.06,25.22,51.0,Moderate
27.59,55.75,0.52,35.75,23.98,64.0,Moderate
35.08,64.66,0.58,40.26,23.21,74.0,Moderate
35.31,67.01,0.56,40.96,26.5,81.0,Moderate
32.88,65.84,0.62,35.06,26.73,80.0,Moderate
28.51,61.06,0.6,39.47,22.22,78.0,Moderate
31.36,62.69,0.61,46.82,21.54,84.0,Moderate
40.79,77.64,0.68,41.26,23.06,90.0,Moderate
51.79,96.88,0.81,44.55,25.14,103.0,Poor
59.91,114.88,0.81,44.16,26.41,134.0,Poor
33.12,94.02,0.6,42.65,25.53,100.0,Moderate
29.7,79.04,0.56,45.8,23.41,91.0,Moderate
36.13,76.32,0.66,48.34,23.84,89.0,Moderate
57.67,112.93,0.81,40.36,27.71,111.0,Poor
53.03,118.1,0.83,49.51,28.33,126.0,Poor
38.57,92.7,0.67,50.15,26.99,102.0,Poor
60.6,136.77,0.83,41.07,27.95,119.0,Poor
58.22,144.7,0.93,40.74,28.76,134.0,Poor
58.31,190.98,0.93,38.22,28.36,152.0,Poor
69.8,191.17,0.94,41.87,30.36,172.0,Poor
26.93,89.58,0.64,53.53,26.06,123.0,Poor
29.09,102.53,0.68,49.14,27.18,102.0,Poor
35.49,73.86,0.71,40.53,29.94,95.0,Moderate
52.86,113.25,1.02,32.67,31.57,115.0,Poor
37.17,87.27,0.82,48.56,29.75,102.0,Poor
58.25,130.99,0.86,46.94,29.39,122.0,Poor
54.71,127.82,0.91,43.99,30.02,129.0,Poor
65.91,138.46,0.99,47.98,32.62,143.0,Poor
33.09,85.83,0.75,54.53,28.65,121.0,Poor
40.24,117.1,0.77,47.16,31.61,119.0,Poor
27.18,53.02,0.76,53.43,29.94,98.0,Moderate
41.75,80.36,0.86,58.96,28.6,105.0,Poor
55.18,114.91,0.91,58.57,28.86,123.0,Poor
49.96,115.63,0.84,59.55,32.99,128.0,Poor
61.04,143.11,0.89,56.81,36.43,140.0,Poor
34.67,107.36,0.76,60.45,33.93,127.0,Poor
32.56,83.02,0.68,49.04,32.48,110.0,Poor
26.63,60.59,0.72,50.56,31.35,92.0,Moderate
56.24,115.91,0.87,52.12,30.86,117.0,Poor
58.44,169.61,0.89,53.95,29.53,139.0,Poor
36.02,88.35,0.73,73.11,25.51,140.0,Poor
51.09,120.82,0.83,74.28,27.98,138.0,Poor
54.18,126.9,0.85,76.32,30.14,142.0,Poor
44.3,110.39,0.74,63.71,28.71,127.0,Poor
43.26,93.49,0.76,64.6,28.13,113.0,Poor
43.19,94.4,0.75,64.1,29.43,122.0,Poor
68.8,159.2,0.9,52.2,32.29,132.0,Poor
56.17,126.53,0.89,50.22,30.82,154.0,Poor
47.44,101.93,0.84,53.08,27.39,125.0,Poor
81.87,151.8,0.99,63.12,27.62,175.0,Poor
98.63,187.24,1.06,59.79,28.76,202.0,Very Poor
101.02,192.68,1.12,53.55,28.97,222.0,Very Poor
106.63,208.65,1.31,57.05,30.58,238.0,Very Poor
67.8,155.41,1.03,62.34,28.73,196.0,Poor
55.92,163.77,1.09,62.56,25.55,149.0,Poor
94.37,213.47,1.31,55.45,28.56,199.0,Poor
74.92,209.49,1.16,41.87,28.82,202.0,Very Poor
55.37,179.3,0.87,53.31,26.54,174.0,Poor
61.46,162.41,0.94,54.74,27.22,157.0,Poor
55.38,190.11,1.1,38.73,27.06,153.0,Poor
43.22,161.76,0.83,66.77,25.79,156.0,Poor
39.07,229.55,0.8,55.92,29.02,174.0,Poor
24.62,66.66,0.77,47.48,32.19,129.0,Poor
23.09,53.19,0.84,50.29,36.19,84.0,Moderate
21.51,40.43,0.84,42.29,34.91,80.0,Moderate
41.05,80.47,0.96,50.57,35.0,100.0,Moderate
45.9,98.32,0.92,50.06,35.78,123.0,Poor
50.62,114.01,0.9,52.16,36.05,123.0,Poor
68.24,143.79,1.09,39.14,38.85,144.0,Poor
42.43,87.05,0.87,44.83,35.51,126.0,Poor
35.14,80.49,0.82,51.46,31.81,102.0,Poor
39.99,91.17,0.86,45.4,30.79,104.0,Poor
46.9,103.27,0.94,51.77,31.81,112.0,Poor
64.77,148.67,1.01,49.14,33.83,138.0,Poor
58.9,156.29,1.03,40.8,33.27,154.0,Poor
54.69,134.36,0.91,40.63,36.54,142.0,Poor
64.0,152.7,1.06,43.37,38.64,152.0,Poor
52.36,129.33,0.95,34.95,36.62,132.0,Poor
71.08,150.28,1.04,38.86,40.0,147.0,Poor
48.69,120.23,0.88,48.39,35.38,130.0,Poor
39.87,107.99,0.88,51.4,32.62,126.0,Poor
34.35,92.58,0.78,48.72,29.4,110.0,Poor
36.84,100.62,0.82,47.98,28.68,107.0,Poor
57.6,205.56,0.86,40.95,27.96,132.0,Poor
35.96,108.73,0.8,36.24,26.38,158.0,Poor
39.7,95.63,0.85,33.92,28.84,105.0,Poor
39.47,77.48,0.91,42.76,34.32,104.0,Poor
29.02,64.12,0.88,28.64,33.32,85.0,Moderate
30.91,62.61,0.89,24.77,31.45,71.0,Moderate
38.37,77.76,1.02,25.92,30.48,86.0,Moderate
50.01,112.08,1.01,24.82,32.64,104.0,Poor
39.8,155.94,0.87,18.88,31.43,112.0,Poor
59.52,308.65,0.94,18.05,29.27,196.0,Poor
44.86,184.12,0.88,26.61,27.97,233.0,Very Poor
39.8,91.98,0.84,37.29,28.48,114.0,Poor
54.01,128.66,0.97,29.73,29.06,101.0,Poor
53.0,84.58,1.17,34.912885247265315,104.05,154.0,Poor
58.31,85.47,1.2,34.912885247265315,103.2,153.0,Poor
53.06,80.24,1.24,34.912885247265315,133.25,159.0,Poor
60.99,95.07,1.37,34.912885247265315,107.43,180.0,Poor
57.41,96.7,1.35,34.912885247265315,36.6,127.0,Poor
43.89,79.3,1.35,34.912885247265315,19.41,96.0,Moderate
35.45,78.48,1.27,34.912885247265315,28.95,89.0,Moderate
38.01,74.51,1.17,34.912885247265315,27.62,86.0,Moderate
38.63,67.05,1.08,34.912885247265315,26.53,77.0,Moderate
40.97,72.23,1.13,34.912885247265315,26.07,80.0,Moderate
54.34,89.68,1.41,34.912885247265315,24.66,92.0,Moderate
52.85,95.99,1.41,34.912885247265315,23.18,97.0,Moderate
35.61,69.55,1.36,34.912885247265315,21.83,95.0,Moderate
42.18,70.64,1.51,34.912885247265315,44.3,98.0,Moderate
36.49,69.27,1.3,34.912885247265315,59.59,96.0,Moderate
36.94,65.81,1.15,34.912885247265315,54.52,86.0,Moderate
39.27,68.24,1.33,34.912885247265315,56.08,91.0,Moderate
38.45,70.37,1.23,34.912885247265315,74.95,104.0,Poor
51.09,85.94,1.42,34.912885247265315,64.53,101.0,Poor
39.8,72.06,1.36,34.912885247265315,58.5,92.0,Moderate
49.84,83.54,1.46,34.912885247265315,17.96,108.0,Poor
33.41,51.47,1.36,34.912885247265315,14.05,99.0,Moderate
39.71,58.34,1.04,34.912885247265315,15.4,106.0,Poor
50.63,79.13,1.33,34.912885247265315,12.57,96.0,Moderate
49.29,78.67,1.28,34.912885247265315,11.86,93.0,Moderate
78.27,116.73,1.64,34.912885247265315,11.41,133.0,Poor
55.37,88.08,1.39,34.912885247265315,10.94,114.0,Poor
59.74,89.73,1.61,34.912885247265315,10.68,102.0,Poor
47.75,75.74,1.39,34.912885247265315,10.8,96.0,Moderate
37.76,59.35,1.22,34.912885247265315,10.66,76.0,Moderate
44.43,72.73,1.5,34.912885247265315,10.47,90.0,Moderate
42.85,69.29,1.53,34.912885247265315,10.41,94.0,Moderate
52.33,79.96,1.35,34.912885247265315,10.52,96.0,Moderate
46.96,69.25,1.55,34.912885247265315,10.45,95.0,Moderate
47.25,72.04,1.73,34.912885247265315,10.71,102.0,Poor
35.35,56.01,1.41,34.912885247265315,9.75,94.0,Moderate
34.65,54.4,1.24,34.912885247265315,9.59,79.0,Moderate
35.76,54.77,1.58,34.912885247265315,9.66,89.0,Moderate
27.97,43.68,1.63,34.912885247265315,9.34,101.0,Poor
30.85,61.79,1.76,34.912885247265315,0.18,102.0,Poor
37.26,73.37,1.87,34.912885247265315,0.11,104.0,Poor
30.91,63.61,1.79,34.912885247265315,0.05,104.0,Poor
18.17,44.89,1.25,34.912885247265315,0.02,86.0,Moderate
27.59,52.22,1.35,34.912885247265315,0.02,88.0,Moderate
24.22,48.87,1.48,34.912885247265315,0.15,90.0,Moderate
32.43,58.49,1.32,34.912885247265315,0.01,77.0,Moderate
13.87,40.87,1.37,34.912885247265315,1.0,88.0,Moderate
27.79,66.92,1.48,34.912885247265315,2.04,94.0,Moderate
37.26,72.16,1.38,34.912885247265315,2.05,87.0,Moderate
37.0,75.59,1.58,34.912885247265315,2.07,93.0,Moderate
45.49,84.85,1.6,34.912885247265315,2.04,98.0,Moderate
46.85,90.0,1.85,34.912885247265315,2.05,99.0,Moderate
39.62,81.13,1.7,34.912885247265315,2.05,100.0,Moderate
33.6,64.61,1.54,34.912885247265315,2.43,98.0,Moderate
31.66,64.3,1.52,34.912885247265315,3.44,92.0,Moderate
20.49,38.97,1.11,34.912885247265315,3.41,69.0,Moderate
17.84,47.35,1.25,34.912885247265315,3.44,70.0,Moderate
24.79,48.95,1.25,34.912885247265315,3.42,74.0,Moderate
15.93,31.35,1.15,34.912885247265315,3.41,61.0,Moderate
20.66,40.24,1.1,34.912885247265315,3.39,59.0,Moderate
30.79,54.13,1.17,34.912885247265315,3.41,64.0,Moderate
30.1,56.39,1.15,34.912885247265315,3.48,63.0,Moderate
67.47661343703459,118.45443537491555,2.3452669534931365,34.912885247265315,23.84836627716501,56.0,Moderate
22.11,45.3,1.26,34.912885247265315,3.39,68.0,Moderate
22.8,47.92,1.23,34.912885247265315,3.43,66.0,Moderate
29.16,50.88,1.29,34.912885247265315,3.44,68.0,Moderate
23.25,45.45,1.29,34.912885247265315,3.38,69.0,Moderate
21.57,41.74,1.25,34.912885247265315,3.4,67.0,Moderate
16.04,32.53,1.21,34.912885247265315,3.43,64.0,Moderate
9.54,21.63,1.17,34.912885247265315,3.41,63.0,Moderate
11.39,22.39,1.31,34.912885247265315,3.38,67.0,Moderate
18.28,38.37,1.38,34.912885247265315,3.41,75.0,Moderate
17.75,41.78,1.23,34.912885247265315,3.4,66.0,Moderate
14.42,30.64,1.13,34.912885247265315,3.4,61.0,Moderate
17.2,30.64,1.18,34.912885247265315,3.4,62.0,Moderate
14.17,30.3,1.23,34.912885247265315,3.41,65.0,Moderate
22.86,45.51,1.48,34.912885247265315,3.43,77.0,Moderate
24.44,47.76,1.44,34.912885247265315,3.42,77.0,Moderate
14.38,30.69,1.34,34.912885247265315,3.42,71.0,Moderate
16.74,29.7,1.3,34.912885247265315,3.41,69.0,Moderate
17.05,33.38,1.29,34.912885247265315,3.44,72.0,Moderate
15.67,29.75,1.45,34.912885247265315,3.43,75.0,Moderate
21.2,36.86,1.48,34.912885247265315,3.42,78.0,Moderate
16.12,26.0,1.46,34.912885247265315,3.4,78.0,Moderate
9.52,21.54,1.12,34.912885247265315,109.88,77.0,Moderate
12.31,27.08,1.13,34.912885247265315,52.92,68.0,Moderate
23.42,35.87,1.18,34.912885247265315,55.42,70.0,Moderate
20.69,40.92,1.12,34.912885247265315,18.23,64.0,Moderate
19.38,46.33,1.05,34.912885247265315,25.49,55.0,Moderate
18.44,44.38,1.15,34.912885247265315,38.43,59.0,Moderate
14.88,31.67,1.3,34.912885247265315,34.45,72.0,Moderate
16.31,35.39,1.52,34.912885247265315,33.78,80.0,Moderate
14.14,30.88,1.51,34.912885247265315,27.8,80.0,Moderate
19.22,43.47,1.71,34.912885247265315,27.33,88.0,Moderate
17.29,38.99,1.62,34.912885247265315,25.28,86.0,Moderate
19.22,37.85,1.74,34.912885247265315,25.01,91.0,Moderate
19.66,39.87,1.65,34.912885247265315,25.1,88.0,Moderate
19.04,45.18,1.87,34.912885247265315,25.0,94.0,Moderate
24.34,51.54,1.92,34.912885247265315,23.75,99.0,Moderate
24.61,51.19,1.98,34.912885247265315,22.79,101.0,Poor
10.07,31.03,1.78,34.912885247265315,38.21,83.0,Moderate
9.96,23.91,1.72,34.912885247265315,39.63,92.0,Moderate
13.76,32.56,1.85,34.912885247265315,34.09,99.0,Moderate
18.07,37.56,1.74,34.912885247265315,32.48,94.0,Moderate
11.07,27.33,1.87,34.912885247265315,31.08,93.0,Moderate
23.83,50.41,2.13,34.912885247265315,30.93,104.0,Poor
13.66,32.04,1.98,34.912885247265315,29.65,102.0,Poor
18.49,44.23,2.2,34.912885247265315,28.49,105.0,Poor
16.93,44.12,2.06,34.912885247265315,27.82,103.0,Poor
11.0,34.63,2.46,34.912885247265315,27.68,96.0,Moderate
14.54,36.56,1.97,34.912885247265315,26.9,100.0,Moderate
20.78,45.3,2.53,34.912885247265315,25.78,106.0,Poor
18.82,49.32,2.54,34.912885247265315,31.5,113.0,Poor
9.3,35.64,2.22,34.912885247265315,30.69,107.0,Poor
8.23,19.94,1.79,34.912885247265315,32.64,97.0,Moderate
9.15,23.94,1.73,34.912885247265315,28.85,92.0,Moderate
16.41,48.58,1.9,34.912885247265315,25.29,101.0,Poor
15.75,43.42,1.55,34.912885247265315,24.5,88.0,Moderate
17.83,46.41,1.88,34.912885247265315,23.62,96.0,Moderate
12.81,33.45,1.9,34.912885247265315,23.85,100.0,Moderate
18.49,39.77,2.04,34.912885247265315,23.53,105.0,Poor
12.41,27.44,2.0,34.912885247265315,23.11,103.0,Poor
12.57,34.03,1.89,34.912885247265315,22.71,102.0,Poor
8.58,21.13,1.7,34.912885247265315,22.4,93.0,Moderate
5.54,13.53,1.54,34.912885247265315,21.71,81.0,Moderate
8.58,19.66,1.82,34.912885247265315,21.35,95.0,Moderate
4.85,13.02,1.77,34.912885247265315,21.05,95.0,Moderate
5.91,14.94,1.68,34.912885247265315,20.31,96.0,Moderate
3.48,15.31,1.69,34.912885247265315,20.2,90.0,Moderate
6.91,18.27,1.87,34.912885247265315,19.71,102.0,Poor
5.95,14.15,2.03,34.912885247265315,19.11,103.0,Poor
10.01,20.15,1.73,34.912885247265315,18.88,98.0,Moderate
10.29,29.53,2.15,34.912885247265315,18.74,105.0,Poor
16.7,41.66,2.3,34.912885247265315,19.07,110.0,Poor
15.66,39.86,2.26,34.912885247265315,18.85,108.0,Poor
10.79,28.53,2.14,34.912885247265315,18.38,108.0,Poor
19.09,45.62,2.85,34.912885247265315,18.26,115.0,Poor
16.22,37.9,2.32,34.912885247265315,18.39,114.0,Poor
7.86,17.13,1.78,34.912885247265315,17.78,100.0,Moderate
10.34,38.26,2.1,34.912885247265315,18.35,81.0,Moderate
6.49,15.57,1.97,34.912885247265315,4.82,100.0,Moderate
19.85,40.32,2.53,34.912885247265315,4.58,106.0,Poor
5.71,14.24,2.06,34.912885247265315,1.51,103.0,Poor
13.24,28.66,2.51,34.912885247265315,4.56,109.0,Poor
14.8,38.28,2.51,34.912885247265315,5.46,110.0,Poor
23.73,51.36,2.78,34.912885247265315,2.46,113.0,Poor
10.63,26.08,2.22,34.912885247265315,3.2,106.0,Poor
5.8,17.83,2.16,34.912885247265315,2.09,104.0,Poor
12.14,27.94,2.43,34.912885247265315,4.78,108.0,Poor
8.97,21.47,2.16,34.912885247265315,7.32,106.0,Poor
12.22,24.97,2.41,34.912885247265315,5.06,109.0,Poor
11.87,30.24,2.42,34.912885247265315,2.99,109.0,Poor
5.88,13.91,2.1,34.912885247265315,1.44,111.0,Poor
87.51,118.45443537491555,0.45,13.38,23.84836627716501,202.0,Very Poor
106.22,118.45443537491555,1.52,1.23,23.84836627716501,209.0,Very Poor
124.33,118.45443537491555,0.96,4.05,23.84836627716501,257.0,Very Poor
58.63,118.45443537491555,2.3452669534931365,27.26,23.84836627716501,90.0,Moderate
52.91,118.45443537491555,1.49,23.45,23.84836627716501,95.0,Moderate
103.23,118.45443537491555,1.5,16.66,23.84836627716501,164.0,Poor
199.01,118.45443537491555,0.28,0.55,23.84836627716501,357.0,Severe
175.8,118.45443537491555,0.48,20.69,23.84836627716501,336.0,Severe
137.28,118.45443537491555,1.38,25.59,23.84836627716501,322.0,Severe
143.83,118.45443537491555,1.44,28.19,23.84836627716501,312.0,Severe
180.83,118.45443537491555,1.37,18.82,23.84836627716501,343.0,Severe
201.17,118.45443537491555,1.45,24.09,23.84836627716501,359.0,Severe
182.54,118.45443537491555,1.49,18.51,23.84836627716501,346.0,Severe
211.21,118.45443537491555,1.43,24.8,23.84836627716501,364.0,Severe
247.27,118.45443537491555,1.48,29.09,23.84836627716501,379.0,Severe
348.88,118.45443537491555,1.4,25.18,23.84836627716501,460.0,Severe
67.47661343703459,118.45443537491555,1.28,32.19,23.84836627716501,445.0,Severe
97.88,118.45443537491555,2.3452669534931365,28.46,23.84836627716501,244.0,Very Poor
539.41,118.45443537491555,1.36,21.86,23.84836627716501,442.0,Severe
79.43,118.45443537491555,1.12,30.98,23.84836627716501,180.0,Poor
197.75,118.45443537491555,1.46,26.13,23.84836627716501,341.0,Severe
124.42,118.45443537491555,1.4,43.79,23.84836627716501,208.0,Very Poor
264.74,118.45443537491555,1.57,27.58,23.84836627716501,367.0,Severe
186.4,118.45443537491555,2.03,24.63,23.84836627716501,401.0,Severe
66.52,118.45443537491555,1.13,29.48,23.84836627716501,325.0,Severe
99.83,118.45443537491555,2.05,36.16,23.84836627716501,266.0,Very Poor
83.23,118.45443537491555,1.23,39.34,23.84836627716501,190.0,Poor
84.45,118.45443537491555,0.95,34.36,23.84836627716501,186.0,Poor
70.79,118.45443537491555,0.91,41.77,23.84836627716501,144.0,Poor
82.6,118.45443537491555,1.16,34.96,23.84836627716501,156.0,Poor
84.9,118.45443537491555,1.43,32.53,23.84836627716501,202.0,Very Poor
109.9,118.45443537491555,1.81,27.98,23.84836627716501,228.0,Very Poor
107.76,118.45443537491555,1.63,17.46,23.84836627716501,276.0,Very Poor
81.36,118.45443537491555,1.11,17.69,23.84836627716501,192.0,Poor
77.24,118.45443537491555,1.23,25.27,23.84836627716501,144.0,Poor
115.4,118.45443537491555,1.65,25.94,23.84836627716501,244.0,Very Poor
163.99,118.45443537491555,1.01,29.75,23.84836627716501,300.0,Very Poor
128.32,118.45443537491555,1.08,36.55,23.84836627716501,325.0,Severe
123.29,118.45443537491555,1.0,42.31,23.84836627716501,305.0,Severe
92.07,118.45443537491555,1.46,34.89,23.84836627716501,250.0,Very Poor
128.13,118.45443537491555,1.98,49.05,23.84836627716501,278.0,Very Poor
114.51,118.45443537491555,1.77,49.87,23.84836627716501,287.0,Very Poor
63.16,118.45443537491555,1.01,122.38,23.84836627716501,278.0,Very Poor
173.82,118.45443537491555,2.73,43.28,23.84836627716501,345.0,Severe
171.35,118.45443537491555,2.85,48.91,23.84836627716501,332.0,Severe
164.46,118.45443537491555,2.12,52.44,23.84836627716501,346.0,Severe
146.44,118.45443537491555,0.97,42.73,23.84836627716501,327.0,Severe
164.68,118.45443537491555,1.23,26.96,23.84836627716501,346.0,Severe
129.44,118.45443537491555,1.28,23.27,23.84836627716501,299.0,Very Poor
100.09,118.45443537491555,1.15,27.1,23.84836627716501,280.0,Very Poor
82.65,118.45443537491555,1.28,23.97,23.84836627716501,197.0,Poor
104.17,118.45443537491555,1.23,38.24,23.84836627716501,224.0,Very Poor
100.13,118.45443537491555,1.32,52.92,23.84836627716501,252.0,Very Poor
77.1,118.45443537491555,1.15,51.85,23.84836627716501,183.0,Poor
63.89,118.45443537491555,1.25,45.35,23.84836627716501,155.0,Poor
53.98,118.45443537491555,1.11,53.47,23.84836627716501,90.0,Moderate
75.08,118.45443537491555,1.34,42.03,23.84836627716501,112.0,Poor
103.68,118.45443537491555,1.27,19.62,23.84836627716501,187.0,Poor
98.72,118.45443537491555,1.69,43.46,23.84836627716501,259.0,Very Poor
90.87,118.45443537491555,1.53,41.3,23.84836627716501,236.0,Very Poor
91.92,118.45443537491555,1.55,29.92,23.84836627716501,182.0,Poor
67.44,118.45443537491555,1.23,38.39,23.84836627716501,166.0,Poor
99.74,118.45443537491555,2.17,40.39,23.84836627716501,207.0,Very Poor
83.2,118.45443537491555,1.59,46.26,23.84836627716501,193.0,Poor
75.28,118.45443537491555,1.31,35.49,23.84836627716501,151.0,Poor
66.97,118.45443537491555,1.11,39.5,23.84836627716501,139.0,Poor
78.33,118.45443537491555,0.94,39.93,23.84836627716501,124.0,Poor
100.13,118.45443537491555,0.91,23.85,23.84836627716501,212.0,Very Poor
40.55,118.45443537491555,1.13,22.98,23.84836627716501,148.0,Poor
82.76,118.45443537491555,0.74,19.06,23.84836627716501,116.0,Poor
113.01,118.45443537491555,0.33,18.11,23.84836627716501,203.0,Very Poor
231.94,118.45443537491555,0.36,28.48,23.84836627716501,345.0,Severe
111.43,118.45443537491555,0.35,17.47,23.84836627716501,358.0,Severe
3.46,118.45443537491555,0.54,44.76,23.84836627716501,107.0,Poor
3.7,118.45443537491555,0.39,16.88,23.84836627716501,62.0,Moderate
27.61,118.45443537491555,0.44,18.53,23.84836627716501,48.0,Good
58.12,118.45443537491555,0.41,21.18,23.84836627716501,79.0,Moderate
81.56,118.45443537491555,0.49,26.12,23.84836627716501,133.0,Poor
109.37,118.45443537491555,0.34,29.35,23.84836627716501,238.0,Very Poor
118.21,118.45443537491555,0.32,37.22,23.84836627716501,276.0,Very Poor
73.68,118.45443537491555,0.32,25.5,23.84836627716501,226.0,Very Poor
69.08,118.45443537491555,0.51,47.61,23.84836627716501,161.0,Poor
139.85,118.45443537491555,0.33,28.95,23.84836627716501,133.0,Poor
120.93,118.45443537491555,0.35,18.14,23.84836627716501,296.0,Very Poor
65.59,118.45443537491555,0.33,35.97,23.84836627716501,245.0,Very Poor
70.45,118.45443537491555,0.39,34.68,23.84836627716501,103.0,Poor
146.17,118.45443537491555,0.44,18.83,23.84836627716501,263.0,Very Poor
32.15,118.45443537491555,0.39,14.8,23.84836627716501,195.0,Poor
67.25,118.45443537491555,0.32,22.56,23.84836627716501,217.0,Very Poor
57.76,118.45443537491555,0.34,26.81,23.84836627716501,91.0,Moderate
63.23,118.45443537491555,0.32,25.97,23.84836627716501,106.0,Poor
74.37,118.45443537491555,0.35,26.37,23.84836627716501,117.0,Poor
103.27,118.45443537491555,0.43,15.41,23.84836627716501,217.0,Very Poor
93.59,118.45443537491555,0.41,16.91,23.84836627716501,197.0,Poor
44.43,118.45443537491555,0.43,45.28,23.84836627716501,79.0,Moderate
32.05,118.45443537491555,0.34,48.35,23.84836627716501,83.0,Moderate
22.12,118.45443537491555,0.33,50.5,23.84836627716501,82.0,Moderate
23.35,118.45443537491555,0.44,36.08,23.84836627716501,76.0,Moderate
69.02,118.45443537491555,0.51,32.99,23.84836627716501,94.0,Moderate
46.96,118.45443537491555,0.41,37.96,23.84836627716501,124.0,Poor
63.43,118.45443537491555,0.42,29.62,23.84836627716501,93.0,Moderate
157.95,118.45443537491555,0.18,33.5,23.84836627716501,116.0,Poor
44.71,118.45443537491555,0.4,35.02,23.84836627716501,131.0,Poor
33.34,118.45443537491555,0.33,34.912885247265315,23.84836627716501,67.0,Moderate
29.36,118.45443537491555,0.37,34.912885247265315,23.84836627716501,56.0,Moderate
35.8,118.45443537491555,0.49,34.912885247265315,23.84836627716501,60.0,Moderate
19.85,118.45443537491555,0.31,34.912885247265315,23.84836627716501,45.0,Good
30.53,118.45443537491555,0.41,34.912885247265315,23.84836627716501,49.0,Good
